"Time stamp","System power generated | (kW)"
"19650",46700.5
"19651",4445.14
"19652",-12.2538
"19653",-12.2538
"19654",-12.2538
"19655",-12.2538
"19656",-12.2538
"19657",-12.2538
"19658",-12.2538
"19659",-12.2538
"19660",-12.2538
"19661",-12.2538
"19662",-12.2538
"19663",1257.06
"19664",45625.2
"19665",69100.2
"19666",73821.1
"19667",73821.1
"19668",73821.1
"19669",73821.1
"19670",73821.1
"19671",73821.1
"19672",73821.1
"19673",67617.1
"19674",54295.6
"19675",11231.3
"19676",-12.2538
"19677",-12.2538
"19678",-12.2538
"19679",-12.2538
"19680",-12.2538
"19681",-12.2538
"19682",-12.2538
"19683",-12.2538
"19684",-12.2538
"19685",-12.2538
"19686",-12.2538
"19687",6832.44
"19688",55063.6
"19689",70968.3
"19690",73821.1
"19691",71793.5
"19692",68850.5
"19693",69317
"19694",71015.5
"19695",73326.1
"19696",73821.1
"19697",68705.9
"19698",52600.1
"19699",9563.09
"19700",-12.2538
"19701",-12.2538
"19702",-12.2538
"19703",-12.2538
"19704",-12.2538
"19705",-12.2538
"19706",-12.2538
"19707",-12.2538
"19708",-12.2538
"19709",-12.2538
"19710",-12.2538
"19711",4046.04
"19712",47101.3
"19713",66449.9
"19714",72476.4
"19715",71388.2
"19716",68712.9
"19717",67656.3
"19718",60340.8
"19719",47439.1
"19720",41248.5
"19721",58441.6
"19722",12830.6
"19723",4215.37
"19724",-12.2538
"19725",-12.2538
"19726",-12.2538
"19727",-12.2538
"19728",-12.2538
"19729",-12.2538
"19730",-12.2538
"19731",-12.2538
"19732",-12.2538
"19733",-12.2538
"19734",-12.2538
"19735",927.666
"19736",46907.6
"19737",69061
"19738",73821.1
"19739",73821.1
"19740",71975
"19741",70742.9
"19742",72242.2
"19743",73821.1
"19744",73821.1
"19745",67183.3
"19746",45543.5
"19747",3831.56
"19748",-12.2538
"19749",-12.2538
"19750",-12.2538
"19751",-12.2538
"19752",-12.2538
"19753",-12.2538
"19754",-12.2538
"19755",-12.2538
"19756",-12.2538
"19757",-12.2538
"19758",-12.2538
"19759",11323
"19760",62593.3
"19761",73821.1
"19762",73821.1
"19763",73821.1
"19764",73821.1
"19765",73821.1
"19766",73821.1
"19767",73821.1
"19768",73821.1
"19769",73821.1
"19770",59128.2
"19771",15217
"19772",-12.2538
"19773",-12.2538
"19774",-12.2538
"19775",-12.2538
"19776",-12.2538
"19777",-12.2538
"19778",-12.2538
"19779",-12.2538
"19780",-12.2538
"19781",-12.2538
"19782",-12.2538
"19783",14305.6
"19784",59077.6
"19785",72387.5
"19786",73821.1
"19787",73214.1
"19788",71708.1
"19789",70797.7
"19790",65355.3
"19791",65006.3
"19792",71259.5
"19793",52406.5
"19794",36880.7
"19795",2015.12
"19796",-12.2538
"19797",-12.2538
"19798",-12.2538
"19799",-12.2538
"19800",-12.2538
"19801",-12.2538
"19802",-12.2538
"19803",-12.2538
"19804",-12.2538
"19805",-12.2538
"19806",-12.2538
"19807",400.622
"19808",1750.29
"19809",21758.2
"19810",37877.4
"19811",37460
"19812",15488.6
"19813",12656.6
"19814",25043.3
"19815",1384.29
"19816",40064.5
"19817",2044.46
"19818",18354.4
"19819",260.787
"19820",-12.2538
"19821",-12.2538
"19822",-12.2538
"19823",-12.2538
"19824",-12.2538
"19825",-12.2538
"19826",-12.2538
"19827",-12.2538
"19828",-12.2538
"19829",-12.2538
"19830",-12.2538
"19831",228.131
"19832",17835.9
"19833",70600.9
"19834",73821.1
"19835",73821.1
"19836",73821.1
"19837",52057.1
"19838",73821.1
"19839",73821.1
"19840",73821.1
"19841",72381.8
"19842",54379.5
"19843",10700.6
"19844",-12.2538
"19845",-12.2538
"19846",-12.2538
"19847",-12.2538
"19848",-12.2538
"19849",-12.2538
"19850",-12.2538
"19851",-12.2538
"19852",-12.2538
"19853",-12.2538
"19854",-12.2538
"19855",948.522
"19856",16106.4
"19857",42414.2
"19858",45922.3
"19859",73821.1
"19860",60668
"19861",64455.7
"19862",73821.1
"19863",63186
"19864",54856.4
"19865",47205.7
"19866",11641.4
"19867",7321.1
"19868",-12.2538
"19869",-12.2538
"19870",-12.2538
"19871",-12.2538
"19872",-12.2538
"19873",-12.2538
"19874",-12.2538
"19875",-12.2538
"19876",-12.2538
"19877",-12.2538
"19878",-12.2538
"19879",-12.2538
"19880",4084.68
"19881",752.349
"19882",7383.09
"19883",22891.3
"19884",25168
"19885",32701
"19886",31322.9
"19887",50054.2
"19888",73821.1
"19889",73821.1
"19890",57321.5
"19891",-12.2538
"19892",-12.2538
"19893",-12.2538
"19894",-12.2538
"19895",-12.2538
"19896",-12.2538
"19897",-12.2538
"19898",-12.2538
"19899",-12.2538
"19900",-12.2538
"19901",-12.2538
"19902",-12.2538
"19903",21217.5
"19904",62464.4
"19905",73821.1
"19906",73821.1
"19907",73821.1
"19908",73821.1
"19909",73821.1
"19910",73821.1
"19911",73821.1
"19912",73821.1
"19913",72468.3
"19914",53683.3
"19915",13370.8
"19916",-12.2538
"19917",-12.2538
"19918",-12.2538
"19919",-12.2538
"19920",-12.2538
"19921",-12.2538
"19922",-12.2538
"19923",-12.2538
"19924",-12.2538
"19925",-12.2538
"19926",-12.2538
"19927",23374.6
"19928",63128.3
"19929",73821.1
"19930",73821.1
"19931",73821.1
"19932",73821.1
"19933",68232.8
"19934",73821.1
"19935",73821.1
"19936",73821.1
"19937",73821.1
"19938",59468.6
"19939",19159.6
"19940",-12.2538
"19941",-12.2538
"19942",-12.2538
"19943",-12.2538
"19944",-12.2538
"19945",-12.2538
"19946",-12.2538
"19947",-12.2538
"19948",-12.2538
"19949",-12.2538
"19950",-12.2538
"19951",-12.2538
"19952",58499.8
"19953",73821.1
"19954",73821.1
"19955",73821.1
"19956",73719.2
"19957",71655.1
"19958",71344.1
"19959",73021.2
"19960",72805.3
"19961",66563.4
"19962",50594.6
"19963",14397.1
"19964",-12.2538
"19965",-12.2538
"19966",-12.2538
"19967",-12.2538
"19968",-12.2538
"19969",-12.2538
"19970",-12.2538
"19971",-12.2538
"19972",-12.2538
"19973",-12.2538
"19974",-12.2538
"19975",18319.1
"19976",54768.7
"19977",71717.5
"19978",73821.1
"19979",73821.1
"19980",73821.1
"19981",73096.4
"19982",73821.1
"19983",73821.1
"19984",73821.1
"19985",72863.7
"19986",52321.8
"19987",12033.7
"19988",-12.2538
"19989",-12.2538
"19990",-12.2538
"19991",-12.2538
"19992",-12.2538
"19993",-12.2538
"19994",-12.2538
"19995",-12.2538
"19996",-12.2538
"19997",-12.2538
"19998",-12.2538
"19999",18849.6
"20000",57661.5
"20001",73821.1
"20002",73821.1
"20003",73821.1
"20004",73821.1
"20005",73821.1
"20006",73821.1
"20007",73821.1
"20008",73821.1
"20009",72855.5
"20010",53889.8
"20011",15186.4
"20012",-12.2538
"20013",-12.2538
"20014",-12.2538
"20015",-12.2538
"20016",-12.2538
"20017",-12.2538
"20018",-12.2538
"20019",-12.2538
"20020",-12.2538
"20021",-12.2538
"20022",-12.2538
"20023",22182
"20024",59368.4
"20025",73821.1
"20026",73821.1
"20027",73821.1
"20028",73821.1
"20029",73821.1
"20030",73821.1
"20031",73821.1
"20032",73821.1
"20033",71696.3
"20034",55426.7
"20035",19650.3
"20036",-12.2538
"20037",-12.2538
"20038",-12.2538
"20039",-12.2538
"20040",-12.2538
"20041",-12.2538
"20042",-12.2538
"20043",-12.2538
"20044",-12.2538
"20045",-12.2538
"20046",-12.2538
"20047",26532.8
"20048",60958.2
"20049",73821.1
"20050",73821.1
"20051",73821.1
"20052",73821.1
"20053",73821.1
"20054",73821.1
"20055",73821.1
"20056",73821.1
"20057",69525.8
"20058",54379.4
"20059",20054.2
"20060",-12.2538
"20061",-12.2538
"20062",-12.2538
"20063",-12.2538
"20064",-12.2538
"20065",-12.2538
"20066",-12.2538
"20067",-12.2538
"20068",-12.2538
"20069",-12.2538
"20070",-12.2538
"20071",24024.8
"20072",57245.6
"20073",71688.8
"20074",73821.1
"20075",73821.1
"20076",72962
"20077",72271
"20078",73225.6
"20079",73821.1
"20080",73821.1
"20081",68015.6
"20082",47735.2
"20083",11229
"20084",-12.2538
"20085",-12.2538
"20086",-12.2538
"20087",-12.2538
"20088",-12.2538
"20089",-12.2538
"20090",-12.2538
"20091",-12.2538
"20092",-12.2538
"20093",-12.2538
"20094",-12.2538
"20095",19627.1
"20096",48301.8
"20097",71726.9
"20098",73821.1
"20099",73821.1
"20100",73821.1
"20101",73723.2
"20102",73821.1
"20103",73821.1
"20104",73821.1
"20105",40954.9
"20106",23637.2
"20107",-12.2538
"20108",-12.2538
"20109",-12.2538
"20110",-12.2538
"20111",-12.2538
"20112",-12.2538
"20113",-12.2538
"20114",-12.2538
"20115",-12.2538
"20116",-12.2538
"20117",-12.2538
"20118",-12.2538
"20119",20363.9
"20120",53448.2
"20121",70673.3
"20122",73821.1
"20123",73821.1
"20124",66786.6
"20125",71100.7
"20126",71341.9
"20127",66951.8
"20128",68175.8
"20129",43197.2
"20130",38996.6
"20131",4840.65
"20132",-12.2538
"20133",-12.2538
"20134",-12.2538
"20135",-12.2538
"20136",-12.2538
"20137",-12.2538
"20138",-12.2538
"20139",-12.2538
"20140",-12.2538
"20141",-12.2538
"20142",-12.2538
"20143",22832.3
"20144",55404.8
"20145",70800.6
"20146",73821.1
"20147",59684.1
"20148",69826.9
"20149",63907.7
"20150",62236.8
"20151",72523.6
"20152",73821.1
"20153",69775.3
"20154",56254.7
"20155",22907.6
"20156",-12.2538
"20157",-12.2538
"20158",-12.2538
"20159",-12.2538
"20160",-12.2538
"20161",-12.2538
"20162",-12.2538
"20163",-12.2538
"20164",-12.2538
"20165",-12.2538
"20166",-12.2538
"20167",27937
"20168",59898
"20169",73821.1
"20170",73821.1
"20171",73821.1
"20172",73821.1
"20173",73821.1
"20174",73821.1
"20175",73821.1
"20176",73821.1
"20177",71265.1
"20178",54031.8
"20179",19242.6
"20180",-12.2538
"20181",-12.2538
"20182",-12.2538
"20183",-12.2538
"20184",-12.2538
"20185",-12.2538
"20186",-12.2538
"20187",-12.2538
"20188",-12.2538
"20189",-12.2538
"20190",-12.2538
"20191",27743.4
"20192",60066.6
"20193",73821.1
"20194",73821.1
"20195",73821.1
"20196",73821.1
"20197",73821.1
"20198",73821.1
"20199",73821.1
"20200",73821.1
"20201",71363.5
"20202",55880.1
"20203",23689.8
"20204",-12.2538
"20205",-12.2538
"20206",-12.2538
"20207",-12.2538
"20208",-12.2538
"20209",-12.2538
"20210",-12.2538
"20211",-12.2538
"20212",-12.2538
"20213",-12.2538
"20214",-12.2538
"20215",1251.64
"20216",4285.59
"20217",13208.3
"20218",73821.1
"20219",62534.8
"20220",70374.3
"20221",67327.6
"20222",59721.6
"20223",60607.1
"20224",59582.1
"20225",45873.4
"20226",39949.3
"20227",4449.43
"20228",-12.2538
"20229",-12.2538
"20230",-12.2538
"20231",-12.2538
"20232",-12.2538
"20233",-12.2538
"20234",-12.2538
"20235",-12.2538
"20236",-12.2538
"20237",-12.2538
"20238",-12.2538
"20239",22488
"20240",53487.3
"20241",70918.7
"20242",73821.1
"20243",73821.1
"20244",73821.1
"20245",73821.1
"20246",73821.1
"20247",73821.1
"20248",67669.6
"20249",63867.2
"20250",43363.5
"20251",11311.1
"20252",-12.2538
"20253",-12.2538
"20254",-12.2538
"20255",-12.2538
"20256",-12.2538
"20257",-12.2538
"20258",-12.2538
"20259",-12.2538
"20260",-12.2538
"20261",-12.2538
"20262",-12.2538
"20263",20247.3
"20264",54147.2
"20265",72161.7
"20266",73821.1
"20267",73821.1
"20268",73821.1
"20269",73821.1
"20270",73821.1
"20271",73821.1
"20272",73821.1
"20273",68070
"20274",49326.1
"20275",15184.6
"20276",-12.2538
"20277",-12.2538
"20278",-12.2538
"20279",-12.2538
"20280",-12.2538
"20281",-12.2538
"20282",-12.2538
"20283",-12.2538
"20284",-12.2538
"20285",-12.2538
"20286",-12.2538
"20287",29140.5
"20288",62261.3
"20289",73821.1
"20290",73821.1
"20291",73821.1
"20292",73821.1
"20293",73821.1
"20294",73821.1
"20295",73821.1
"20296",73821.1
"20297",73821.1
"20298",58717.5
"20299",25861.3
"20300",-12.2538
"20301",-12.2538
"20302",-12.2538
"20303",-12.2538
"20304",-12.2538
"20305",-12.2538
"20306",-12.2538
"20307",-12.2538
"20308",-12.2538
"20309",-12.2538
"20310",-12.2538
"20311",41343.4
"20312",68698.7
"20313",73821.1
"20314",73821.1
"20315",73821.1
"20316",73821.1
"20317",73821.1
"20318",73821.1
"20319",73821.1
"20320",73821.1
"20321",73821.1
"20322",61273.3
"20323",31844.1
"20324",-12.2538
"20325",-12.2538
"20326",-12.2538
"20327",-12.2538
"20328",-12.2538
"20329",-12.2538
"20330",-12.2538
"20331",-12.2538
"20332",-12.2538
"20333",-12.2538
"20334",-12.2538
"20335",37589.7
"20336",63255
"20337",73821.1
"20338",73821.1
"20339",73821.1
"20340",73821.1
"20341",73821.1
"20342",73821.1
"20343",73821.1
"20344",73276.8
"20345",66605.6
"20346",52507.8
"20347",23902
"20348",-12.2538
"20349",-12.2538
"20350",-12.2538
"20351",-12.2538
"20352",-12.2538
"20353",-12.2538
"20354",-12.2538
"20355",-12.2538
"20356",-12.2538
"20357",-12.2538
"20358",-12.2538
"20359",33775.2
"20360",62762.5
"20361",73821.1
"20362",73821.1
"20363",73821.1
"20364",73821.1
"20365",73821.1
"20366",73821.1
"20367",73821.1
"20368",73821.1
"20369",73821.1
"20370",60369.9
"20371",28684.3
"20372",-12.2538
"20373",-12.2538
"20374",-12.2538
"20375",-12.2538
"20376",-12.2538
"20377",-12.2538
"20378",-12.2538
"20379",-12.2538
"20380",-12.2538
"20381",-12.2538
"20382",-12.2538
"20383",35326.7
"20384",66961.8
"20385",73821.1
"20386",73821.1
"20387",73821.1
"20388",73821.1
"20389",73821.1
"20390",73821.1
"20391",73821.1
"20392",73821.1
"20393",73821.1
"20394",53906.7
"20395",23134.2
"20396",-12.2538
"20397",-12.2538
"20398",-12.2538
"20399",-12.2538
"20400",-12.2538
"20401",-12.2538
"20402",-12.2538
"20403",-12.2538
"20404",-12.2538
"20405",-12.2538
"20406",-12.2538
"20407",28872.3
"20408",57921.2
"20409",73358.6
"20410",73821.1
"20411",73821.1
"20412",73821.1
"20413",73821.1
"20414",73821.1
"20415",73821.1
"20416",73821.1
"20417",73380.7
"20418",57661.5
"20419",25353.1
"20420",-12.2538
"20421",-12.2538
"20422",-12.2538
"20423",-12.2538
"20424",-12.2538
"20425",-12.2538
"20426",-12.2538
"20427",-12.2538
"20428",-12.2538
"20429",-12.2538
"20430",-12.2538
"20431",34773.3
"20432",62197.9
"20433",73807.6
"20434",73821.1
"20435",73821.1
"20436",73631.8
"20437",72467.6
"20438",71946.4
"20439",73633.8
"20440",73821.1
"20441",70839.7
"20442",56414.2
"20443",22885.3
"20444",-12.2538
"20445",-12.2538
"20446",-12.2538
"20447",-12.2538
"20448",-12.2538
"20449",-12.2538
"20450",-12.2538
"20451",-12.2538
"20452",-12.2538
"20453",-12.2538
"20454",-12.2538
"20455",20887.9
"20456",46694.1
"20457",73821.1
"20458",73821.1
"20459",73821.1
"20460",73821.1
"20461",73821.1
"20462",73821.1
"20463",73821.1
"20464",73821.1
"20465",73821.1
"20466",63197.6
"20467",31213.2
"20468",-12.2538
"20469",-12.2538
"20470",-12.2538
"20471",-12.2538
"20472",-12.2538
"20473",-12.2538
"20474",-12.2538
"20475",-12.2538
"20476",-12.2538
"20477",-12.2538
"20478",-12.2538
"20479",38559.4
"20480",65834.1
"20481",73821.1
"20482",73821.1
"20483",73821.1
"20484",73821.1
"20485",73821.1
"20486",73821.1
"20487",73821.1
"20488",73821.1
"20489",73821.1
"20490",60307.2
"20491",30471.6
"20492",-12.2538
"20493",-12.2538
"20494",-12.2538
"20495",-12.2538
"20496",-12.2538
"20497",-12.2538
"20498",-12.2538
"20499",-12.2538
"20500",-12.2538
"20501",-12.2538
"20502",-12.2538
"20503",38605.4
"20504",63252
"20505",73821.1
"20506",73821.1
"20507",73821.1
"20508",73821.1
"20509",73821.1
"20510",73821.1
"20511",73821.1
"20512",73821.1
"20513",73821.1
"20514",61989.8
"20515",31216.8
"20516",-12.2538
"20517",-12.2538
"20518",-12.2538
"20519",-12.2538
"20520",-12.2538
"20521",-12.2538
"20522",-12.2538
"20523",-12.2538
"20524",-12.2538
"20525",-12.2538
"20526",-12.2538
"20527",30222
"20528",59051.5
"20529",73821.1
"20530",73821.1
"20531",73821.1
"20532",73821.1
"20533",73821.1
"20534",73821.1
"20535",73821.1
"20536",73821.1
"20537",73001.3
"20538",58813.4
"20539",29112.2
"20540",-12.2538
"20541",-12.2538
"20542",-12.2538
"20543",-12.2538
"20544",-12.2538
"20545",-12.2538
"20546",-12.2538
"20547",-12.2538
"20548",-12.2538
"20549",-12.2538
"20550",-12.2538
"20551",32367.1
"20552",59145.5
"20553",73205.6
"20554",73821.1
"20555",73821.1
"20556",73821.1
"20557",73444.2
"20558",73444.5
"20559",73821.1
"20560",73721.1
"20561",68885.8
"20562",57106.6
"20563",30237.5
"20564",-12.2538
"20565",-12.2538
"20566",-12.2538
"20567",-12.2538
"20568",-12.2538
"20569",-12.2538
"20570",-12.2538
"20571",-12.2538
"20572",-12.2538
"20573",-12.2538
"20574",-12.2538
"20575",37703.7
"20576",62980.1
"20577",73639.6
"20578",73821.1
"20579",73821.1
"20580",71729.4
"20581",68935
"20582",71317.1
"20583",73590.5
"20584",73722
"20585",69906.7
"20586",57738.1
"20587",30804.1
"20588",-12.2538
"20589",-12.2538
"20590",-12.2538
"20591",-12.2538
"20592",-12.2538
"20593",-12.2538
"20594",-12.2538
"20595",-12.2538
"20596",-12.2538
"20597",-12.2538
"20598",-12.2538
"20599",35413
"20600",59148.1
"20601",68506
"20602",72372
"20603",73393.9
"20604",73821.1
"20605",73821.1
"20606",73821.1
"20607",73821.1
"20608",73821.1
"20609",71687.1
"20610",57712.4
"20611",28755
"20612",-12.2538
"20613",-12.2538
"20614",-12.2538
"20615",-12.2538
"20616",-12.2538
"20617",-12.2538
"20618",-12.2538
"20619",-12.2538
"20620",-12.2538
"20621",-12.2538
"20622",-12.2538
"20623",33403.7
"20624",59239.7
"20625",71757
"20626",73821.1
"20627",73821.1
"20628",73821.1
"20629",73821.1
"20630",73821.1
"20631",73821.1
"20632",73821.1
"20633",71666.4
"20634",58144
"20635",29503.9
"20636",-12.2538
"20637",-12.2538
"20638",-12.2538
"20639",-12.2538
"20640",-12.2538
"20641",-12.2538
"20642",-12.2538
"20643",-12.2538
"20644",-12.2538
"20645",-12.2538
"20646",-12.2538
"20647",35096
"20648",60695.8
"20649",73134.1
"20650",73821.1
"20651",73821.1
"20652",73821.1
"20653",73821.1
"20654",73821.1
"20655",73821.1
"20656",73821.1
"20657",71847.7
"20658",57735.4
"20659",29191.7
"20660",-12.2538
"20661",-12.2538
"20662",-12.2538
"20663",-12.2538
"20664",-12.2538
"20665",-12.2538
"20666",-12.2538
"20667",-12.2538
"20668",-12.2538
"20669",-12.2538
"20670",-12.2538
"20671",28799.8
"20672",57229.5
"20673",71194.1
"20674",73821.1
"20675",73821.1
"20676",73821.1
"20677",73821.1
"20678",73821.1
"20679",73821.1
"20680",72974.9
"20681",43439.8
"20682",21856.5
"20683",1190.02
"20684",-12.2538
"20685",-12.2538
"20686",-12.2538
"20687",-12.2538
"20688",-12.2538
"20689",-12.2538
"20690",-12.2538
"20691",-12.2538
"20692",-12.2538
"20693",-12.2538
"20694",-12.2538
"20695",25718.4
"20696",55648.7
"20697",68550
"20698",72135.7
"20699",71842.5
"20700",48086.6
"20701",70306.6
"20702",67011.3
"20703",68205.1
"20704",62441.9
"20705",66671.5
"20706",38670.1
"20707",24689.9
"20708",-12.2538
"20709",-12.2538
"20710",-12.2538
"20711",-12.2538
"20712",-12.2538
"20713",-12.2538
"20714",-12.2538
"20715",-12.2538
"20716",-12.2538
"20717",-12.2538
"20718",-12.2538
"20719",33524.3
"20720",57852.8
"20721",71473.6
"20722",73821.1
"20723",73821.1
"20724",73821.1
"20725",73821.1
"20726",73821.1
"20727",73821.1
"20728",73821.1
"20729",73035.5
"20730",59655.9
"20731",7350.51
"20732",-12.2538
"20733",-12.2538
"20734",-12.2538
"20735",-12.2538
"20736",-12.2538
"20737",-12.2538
"20738",-12.2538
"20739",-12.2538
"20740",-12.2538
"20741",-12.2538
"20742",-12.2538
"20743",39261.8
"20744",62517.7
"20745",73821.1
"20746",73821.1
"20747",73821.1
"20748",73821.1
"20749",73821.1
"20750",73821.1
"20751",73821.1
"20752",73821.1
"20753",73821.1
"20754",63424.2
"20755",6628.36
"20756",-12.2538
"20757",-12.2538
"20758",-12.2538
"20759",-12.2538
"20760",-12.2538
"20761",-12.2538
"20762",-12.2538
"20763",-12.2538
"20764",-12.2538
"20765",-12.2538
"20766",-12.2538
"20767",43125.3
"20768",65306
"20769",73821.1
"20770",73821.1
"20771",73821.1
"20772",73821.1
"20773",73821.1
"20774",73821.1
"20775",73821.1
"20776",73821.1
"20777",73821.1
"20778",64643.7
"20779",40557.8
"20780",-12.2538
"20781",-12.2538
"20782",-12.2538
"20783",-12.2538
"20784",-12.2538
"20785",-12.2538
"20786",-12.2538
"20787",-12.2538
"20788",-12.2538
"20789",-12.2538
"20790",-12.2538
"20791",40077.6
"20792",62457.2
"20793",72294.2
"20794",61290.5
"20795",71692.1
"20796",68349.7
"20797",51950.1
"20798",73821.1
"20799",73821.1
"20800",73821.1
"20801",71988.7
"20802",60262.4
"20803",34643.7
"20804",-12.2538
"20805",-12.2538
"20806",-12.2538
"20807",-12.2538
"20808",-12.2538
"20809",-12.2538
"20810",-12.2538
"20811",-12.2538
"20812",-12.2538
"20813",-12.2538
"20814",-12.2538
"20815",38266.7
"20816",60610.8
"20817",68009
"20818",20455.2
"20819",73821.1
"20820",73821.1
"20821",58243.2
"20822",51369.3
"20823",52640.2
"20824",1747.57
"20825",47535.9
"20826",17030.8
"20827",7914.43
"20828",-12.2538
"20829",-12.2538
"20830",-12.2538
"20831",-12.2538
"20832",-12.2538
"20833",-12.2538
"20834",-12.2538
"20835",-12.2538
"20836",-12.2538
"20837",-12.2538
"20838",-12.2538
"20839",-12.2538
"20840",5577.16
"20841",7974.78
"20842",45412
"20843",64390.6
"20844",28901.7
"20845",51560
"20846",54812.9
"20847",63522.2
"20848",26310.1
"20849",11215.1
"20850",-12.2538
"20851",2629.88
"20852",-12.2538
"20853",-12.2538
"20854",-12.2538
"20855",-12.2538
"20856",-12.2538
"20857",-12.2538
"20858",-12.2538
"20859",-12.2538
"20860",-12.2538
"20861",-12.2538
"20862",-12.2538
"20863",37404.7
"20864",59956.6
"20865",71704
"20866",73821.1
"20867",73821.1
"20868",73821.1
"20869",72506.4
"20870",71935.2
"20871",72083.8
"20872",72907.7
"20873",67884
"20874",56378.6
"20875",30281.1
"20876",-12.2538
"20877",-12.2538
"20878",-12.2538
"20879",-12.2538
"20880",-12.2538
"20881",-12.2538
"20882",-12.2538
"20883",-12.2538
"20884",-12.2538
"20885",-12.2538
"20886",-12.2538
"20887",40262.7
"20888",63038.2
"20889",73821.1
"20890",73821.1
"20891",73821.1
"20892",72383
"20893",69969.6
"20894",69670.1
"20895",70145.3
"20896",70692.9
"20897",68348.5
"20898",58813.1
"20899",37161.2
"20900",-12.2538
"20901",-12.2538
"20902",-12.2538
"20903",-12.2538
"20904",-12.2538
"20905",-12.2538
"20906",-12.2538
"20907",-12.2538
"20908",-12.2538
"20909",-12.2538
"20910",-12.2538
"20911",44377.3
"20912",65035.8
"20913",73821.1
"20914",73821.1
"20915",73821.1
"20916",73030.9
"20917",71982.1
"20918",72625.3
"20919",73821.1
"20920",73821.1
"20921",71756.7
"20922",60860.4
"20923",38414.3
"20924",-12.2538
"20925",-12.2538
"20926",-12.2538
"20927",-12.2538
"20928",-12.2538
"20929",-12.2538
"20930",-12.2538
"20931",-12.2538
"20932",-12.2538
"20933",-12.2538
"20934",-12.2538
"20935",45689.5
"20936",66048.4
"20937",73819.6
"20938",73821.1
"20939",73793.3
"20940",72586.1
"20941",73056.6
"20942",73821.1
"20943",73821.1
"20944",73821.1
"20945",71519.8
"20946",61320.2
"20947",40029.3
"20948",-12.2538
"20949",-12.2538
"20950",-12.2538
"20951",-12.2538
"20952",-12.2538
"20953",-12.2538
"20954",-12.2538
"20955",-12.2538
"20956",-12.2538
"20957",-12.2538
"20958",-12.2538
"20959",44016.8
"20960",63507.5
"20961",71719.2
"20962",71407.4
"20963",72262.2
"20964",73821.1
"20965",73821.1
"20966",73821.1
"20967",73821.1
"20968",73821.1
"20969",72704.9
"20970",60628.6
"20971",37229.1
"20972",-12.2538
"20973",-12.2538
"20974",-12.2538
"20975",-12.2538
"20976",-12.2538
"20977",-12.2538
"20978",-12.2538
"20979",-12.2538
"20980",-12.2538
"20981",-12.2538
"20982",-12.2538
"20983",40654
"20984",61725.9
"20985",71061.3
"20986",73821.1
"20987",73821.1
"20988",73821.1
"20989",73821.1
"20990",73821.1
"20991",73821.1
"20992",73821.1
"20993",73821.1
"20994",62016.8
"20995",37347.8
"20996",-12.2538
"20997",-12.2538
"20998",-12.2538
"20999",-12.2538
"21000",-12.2538
"21001",-12.2538
"21002",-12.2538
"21003",-12.2538
"21004",-12.2538
"21005",-12.2538
"21006",-12.2538
"21007",40656.3
"21008",19547.8
"21009",71378.3
"21010",73821.1
"21011",73821.1
"21012",71439.5
"21013",70275.7
"21014",72950.8
"21015",73821.1
"21016",73821.1
"21017",73777.4
"21018",46594
"21019",34050.7
"21020",-12.2538
"21021",-12.2538
"21022",-12.2538
"21023",-12.2538
"21024",-12.2538
"21025",-12.2538
"21026",-12.2538
"21027",-12.2538
"21028",-12.2538
"21029",-12.2538
"21030",-12.2538
"21031",41220.8
"21032",57489.8
"21033",46449.3
"21034",62303
"21035",64105.5
"21036",65552.4
"21037",65409.6
"21038",64867.1
"21039",48990.1
"21040",18359.3
"21041",27375.9
"21042",18903.5
"21043",280.84
"21044",-12.2538
"21045",-12.2538
"21046",-12.2538
"21047",-12.2538
"21048",-12.2538
"21049",-12.2538
"21050",-12.2538
"21051",-12.2538
"21052",-12.2538
"21053",-12.2538
"21054",-12.2538
"21055",40169.3
"21056",64651.6
"21057",73821.1
"21058",73821.1
"21059",73821.1
"21060",73821.1
"21061",73821.1
"21062",73821.1
"21063",73821.1
"21064",73821.1
"21065",72914.9
"21066",61540.3
"21067",37935
"21068",-12.2538
"21069",-12.2538
"21070",-12.2538
"21071",-12.2538
"21072",-12.2538
"21073",-12.2538
"21074",-12.2538
"21075",-12.2538
"21076",-12.2538
"21077",-12.2538
"21078",811.359
"21079",41105.2
"21080",62965
"21081",72142.4
"21082",73658.4
"21083",73821.1
"21084",73821.1
"21085",73821.1
"21086",73821.1
"21087",73821.1
"21088",73821.1
"21089",55981.4
"21090",50323.7
"21091",27569.4
"21092",-12.2538
"21093",-12.2538
"21094",-12.2538
"21095",-12.2538
"21096",-12.2538
"21097",-12.2538
"21098",-12.2538
"21099",-12.2538
"21100",-12.2538
"21101",-12.2538
"21102",1058.73
"21103",40993.3
"21104",62347.3
"21105",72987.6
"21106",73821.1
"21107",73821.1
"21108",73821.1
"21109",73821.1
"21110",73821.1
"21111",73821.1
"21112",73821.1
"21113",69836.7
"21114",57970.6
"21115",34539.7
"21116",-12.2538
"21117",-12.2538
"21118",-12.2538
"21119",-12.2538
"21120",-12.2538
"21121",-12.2538
"21122",-12.2538
"21123",-12.2538
"21124",-12.2538
"21125",-12.2538
"21126",1241.32
"21127",41182.1
"21128",62392
"21129",71812.8
"21130",73649.8
"21131",73821.1
"21132",73821.1
"21133",73821.1
"21134",73821.1
"21135",73821.1
"21136",73821.1
"21137",72800.6
