"Time stamp","Subarray 1 Cell temperature (steady state) | (C)"
"64597",42.2792
"64598",42.8965
"64599",43.1896
"64600",43.3799
"64601",43.5045
"64602",42.9665
"64603",41.1296
"64604",37.3289
"64605",26.7534
"64606",25.5
"64607",25.3
"64608",25.2
"64609",25
"64610",24.9
"64611",24.8
"64612",24.7
"64613",24.7
"64614",24.7
"64615",24.6
"64616",24.5
"64617",24.6
"64618",32.1263
"64619",34.8779
"64620",38.692
"64621",42.6193
"64622",41.3356
"64623",41.8928
"64624",40.097
"64625",35.4655
"64626",35.9822
"64627",40.9346
"64628",36.0007
"64629",26.3558
"64630",25.8
"64631",25.6
"64632",25.4
"64633",25.2
"64634",25.1
"64635",25
"64636",24.9
"64637",24.7
"64638",24.6
"64639",24.5
"64640",24.4
"64641",24.5
"64642",34.8772
"64643",43.2246
"64644",46.1499
"64645",44.521
"64646",42.2899
"64647",45.4895
"64648",42.1533
"64649",40.0604
"64650",41.3091
"64651",37.4435
"64652",38.1169
"64653",27.1523
"64654",25.6
"64655",25.4
"64656",25.3
"64657",25.1
"64658",25
"64659",25
"64660",24.9
"64661",24.7
"64662",24.7
"64663",24.7
"64664",24.6
"64665",24.7
"64666",33.9807
"64667",41.021
"64668",44.096
"64669",45.2328
"64670",45.7966
"64671",46.1699
"64672",46.3037
"64673",45.973
"64674",45.212
"64675",43.3372
"64676",39.3709
"64677",27.3885
"64678",25.6
"64679",25.4
"64680",25.2
"64681",25.2
"64682",25.1
"64683",25.1
"64684",25.1
"64685",25
"64686",24.9
"64687",24.8
"64688",24.8
"64689",24.9
"64690",32.89
"64691",37.6859
"64692",42.097
"64693",43.0344
"64694",40.6353
"64695",43.0297
"64696",43.0019
"64697",42.7621
"64698",42.2663
"64699",40.7343
"64700",37.101
"64701",26.7239
"64702",25.6
"64703",25.4
"64704",25.2
"64705",25.1
"64706",24.9
"64707",24.8
"64708",24.6
"64709",24.4
"64710",24.3
"64711",24.3
"64712",24.3
"64713",24.3
"64714",32.3945
"64715",39.2204
"64716",40.9838
"64717",43.3572
"64718",43.925
"64719",44.2082
"64720",44.3513
"64721",44.3145
"64722",44.1427
"64723",42.5534
"64724",38.8714
"64725",27.175
"64726",25.5
"64727",25.3
"64728",25.1
"64729",25
"64730",24.9
"64731",24.7
"64732",24.6
"64733",24.4
"64734",24.3
"64735",24.2
"64736",24.1
"64737",24.2
"64738",33.99
"64739",40.5912
"64740",43.0176
"64741",43.5302
"64742",43.8715
"64743",44.2268
"64744",43.3502
"64745",43.9652
"64746",41.7971
"64747",41.2096
"64748",37.1835
"64749",26.9028
"64750",25.7
"64751",25.4
"64752",25.3
"64753",25.2
"64754",25.1
"64755",24.8
"64756",24.6
"64757",24.5
"64758",24.4
"64759",24.4
"64760",24.3
"64761",24.3
"64762",33.4252
"64763",39.8806
"64764",42.813
"64765",43.9007
"64766",44.3606
"64767",44.3573
"64768",43.5841
"64769",43.8763
"64770",43.5039
"64771",41.4709
"64772",37.9521
"64773",26.8703
"64774",25.3
"64775",25.1
"64776",25
"64777",24.8
"64778",24.6
"64779",24.5
"64780",24.3
"64781",24.2
"64782",24.1
"64783",24
"64784",23.9
"64785",23.8
"64786",34.4712
"64787",40.9262
"64788",43.5671
"64789",44.538
"64790",45.4081
"64791",45.8768
"64792",45.8316
"64793",45.9133
"64794",45.045
"64795",42.7979
"64796",38.3511
"64797",27.0691
"64798",25.5
"64799",25.3
"64800",25.2
"64801",25.1
"64802",25
"64803",24.9
"64804",24.9
"64805",24.8
"64806",24.6
"64807",24.5
"64808",24.3
"64809",24.5
"64810",32.532
"64811",38.1629
"64812",39.6198
"64813",41.4261
"64814",41.9362
"64815",42.2195
"64816",42.5042
"64817",42.584
"64818",42.4868
"64819",40.9975
"64820",37.3033
"64821",26.0966
"64822",25.6
"64823",25.5
"64824",25.4
"64825",25.2
"64826",25
"64827",24.8
"64828",24.7
"64829",24.7
"64830",24.7
"64831",24.6
"64832",24.5
"64833",24.4
"64834",31.3509
"64835",34.8487
"64836",38.0857
"64837",37.3456
"64838",40.8293
"64839",41.2041
"64840",31.6659
"64841",37.4997
"64842",39.0551
"64843",36.9101
"64844",35.697
"64845",25.7981
"64846",25.4
"64847",25.2
"64848",25.1
"64849",24.9
"64850",24.8
"64851",24.7
"64852",24.6
"64853",24.5
"64854",24.4
"64855",24.4
"64856",24.2
"64857",24.2
"64858",31.9727
"64859",32.7487
"64860",38.4563
"64861",41.2609
"64862",38.6394
"64863",42.4589
"64864",34.82
"64865",32.0046
"64866",29.1133
"64867",30.5578
"64868",35.4343
"64869",25.4855
"64870",25.1
"64871",25
"64872",24.9
"64873",24.8
"64874",24.8
"64875",24.6
"64876",24.4
"64877",24.2
"64878",24
"64879",23.9
"64880",23.8
"64881",23.8
"64882",31.6832
"64883",35.4259
"64884",39.9769
"64885",42.255
"64886",42.7432
"64887",43.0125
"64888",43.1233
"64889",43.0629
"64890",42.4624
"64891",40.6068
"64892",37.0086
"64893",26.4662
"64894",25.1
"64895",24.9
"64896",24.7
"64897",24.6
"64898",24.6
"64899",24.6
"64900",24.5
"64901",24.3
"64902",24.1
"64903",24
"64904",23.9
"64905",23.9
"64906",31.7938
"64907",38.668
"64908",32.4061
"64909",40.7747
"64910",43.2436
"64911",42.5503
"64912",42.9585
"64913",37.7239
"64914",29.9427
"64915",34.5194
"64916",31.8514
"64917",25.8534
"64918",25.5
"64919",25.5
"64920",25.5
"64921",25.4
"64922",25.4
"64923",25.3
"64924",25.2
"64925",25.1
"64926",25
"64927",24.9
"64928",24.9
"64929",24.8
"64930",27.1808
"64931",34.1663
"64932",35.0472
"64933",42.1866
"64934",41.9828
"64935",43.3438
"64936",42.2013
"64937",35.616
"64938",32.9952
"64939",32.4684
"64940",29.6491
"64941",25.7107
"64942",25.4
"64943",25.3
"64944",25.2
"64945",25.2
"64946",25.1
"64947",25
"64948",24.8
"64949",24.7
"64950",24.6
"64951",24.4
"64952",24.3
"64953",24.3
"64954",32.0719
"64955",36.1341
"64956",41.801
"64957",42.8643
"64958",43.5388
"64959",43.9565
"64960",44.3094
"64961",44.6624
"64962",44.6413
"64963",43.1324
"64964",39.6848
"64965",26.8881
"64966",25
"64967",24.8
"64968",24.6
"64969",24.5
"64970",24.4
"64971",24.3
"64972",24.1
"64973",24.1
"64974",24
"64975",24
"64976",23.9
"64977",23.9
"64978",32.3643
"64979",38.795
"64980",41.2259
"64981",42.0097
"64982",41.8809
"64983",41.7226
"64984",41.7555
"64985",41.4172
"64986",40.7811
"64987",39.043
"64988",35.4405
"64989",26.3552
"64990",25
"64991",24.8
"64992",24.7
"64993",24.6
"64994",24.5
"64995",24.4
"64996",24.3
"64997",24.2
"64998",24.1
"64999",24
"65000",23.9
"65001",23.7
"65002",31.5728
"65003",37.5235
"65004",39.456
"65005",41.3524
"65006",41.8627
"65007",42.1555
"65008",42.1573
"65009",42.1403
"65010",41.7192
"65011",40.3041
"65012",36.7488
"65013",26.6259
"65014",25.2
"65015",25
"65016",24.9
"65017",24.7
"65018",24.6
"65019",24.5
"65020",24.4
"65021",24.3
"65022",24.3
"65023",24.3
"65024",24.4
"65025",24.5
"65026",31.2492
"65027",36.0952
"65028",39.3178
"65029",40.5061
"65030",41.1978
"65031",41.564
"65032",41.7119
"65033",41.6177
"65034",41.1509
"65035",39.3844
"65036",35.8107
"65037",26.6401
"65038",25.6
"65039",25.3
"65040",25.1
"65041",25
"65042",24.8
"65043",24.7
"65044",24.6
"65045",24.3
"65046",24.2
"65047",24
"65048",23.9
"65049",24.1
"65050",31.9003
"65051",37.7939
"65052",40.6515
"65053",41.5368
"65054",41.93
"65055",41.8397
"65056",42.501
"65057",42.5415
"65058",42.2106
"65059",40.678
"65060",37.051
"65061",26.164
"65062",25.1
"65063",25.1
"65064",25.1
"65065",25
"65066",24.9
"65067",24.8
"65068",24.6
"65069",24.5
"65070",24.5
"65071",24.4
"65072",24.4
"65073",24.5
"65074",29.162
"65075",27.5586
"65076",33.8917
"65077",32.5335
"65078",35.3916
"65079",35.4783
"65080",38.0373
"65081",34.9093
"65082",35.3793
"65083",31.9963
"65084",29.1298
"65085",25.4997
"65086",25
"65087",24.9
"65088",24.8
"65089",24.7
"65090",24.5
"65091",24.4
"65092",24.3
"65093",24.2
"65094",24
"65095",24
"65096",23.9
"65097",24
"65098",30.8506
"65099",37.5788
"65100",40.6934
"65101",42.0926
"65102",42.6707
"65103",42.9406
"65104",42.6812
"65105",39.2511
"65106",42.276
"65107",39.7867
"65108",35.9261
"65109",25.6899
"65110",25.2
"65111",25
"65112",24.9
"65113",24.8
"65114",24.7
"65115",24.6
"65116",24.5
"65117",24.4
"65118",24.3
"65119",24.2
"65120",24.2
"65121",24.2
"65122",31.365
"65123",37.1157
"65124",40.5259
"65125",38.9183
"65126",33.142
"65127",32.2939
"65128",31.7954
"65129",31.7557
"65130",32.1205
"65131",31.3245
"65132",28.1768
"65133",25.2014
"65134",24.8
"65135",24.7
"65136",24.5
"65137",24.5
"65138",24.5
"65139",24.4
"65140",24.3
"65141",24.3
"65142",24.2
"65143",24.2
"65144",24.1
"65145",24.2
"65146",27.2351
"65147",35.8167
"65148",37.6044
"65149",38.3535
"65150",36.4471
"65151",36.9969
"65152",37.0776
"65153",36.363
"65154",34.6205
"65155",32.8986
"65156",31.2303
"65157",25.8855
"65158",25.3
"65159",25.1
"65160",25
"65161",24.9
"65162",24.8
"65163",24.7
"65164",24.6
"65165",24.5
"65166",24.4
"65167",24.2
"65168",24
"65169",24
"65170",30.9716
"65171",37.3005
"65172",40.334
"65173",41.555
"65174",42.0972
"65175",41.7225
"65176",40.0217
"65177",35.1262
"65178",34.8181
"65179",35.5537
"65180",36.5146
"65181",26.6273
"65182",25.4
"65183",25.2
"65184",25
"65185",24.9
"65186",24.7
"65187",24.6
"65188",24.4
"65189",24.2
"65190",24
"65191",23.8
"65192",23.5
"65193",23.4
"65194",32.0725
"65195",38.7446
"65196",41.7818
"65197",42.4431
"65198",42.5273
"65199",42.422
"65200",42.2567
"65201",40.8707
"65202",38.4217
"65203",36.0016
"65204",32.7453
"65205",26.0019
"65206",25.1
"65207",24.7
"65208",24.4
"65209",24.2
"65210",24
"65211",23.9
"65212",23.7
"65213",23.5
"65214",23.3
"65215",23.2
"65216",23.1
"65217",23.1
"65218",30.6648
"65219",38.0447
"65220",41.96
"65221",43.6887
"65222",44.5736
"65223",45.1803
"65224",45.3001
"65225",44.8141
"65226",43.7223
"65227",41.4777
"65228",37.188
"65229",26.595
"65230",24.8
"65231",24.4
"65232",24.1
"65233",23.8
"65234",23.6
"65235",23.3
"65236",23.1
"65237",23
"65238",23
"65239",23.2
"65240",23.3
"65241",23.4
"65242",31.2747
"65243",38.1794
"65244",41.9291
"65245",43.4671
"65246",44.1211
"65247",44.4725
"65248",44.3366
"65249",44.0544
"65250",42.6476
"65251",41.3006
"65252",37.1641
"65253",26.728
"65254",25
"65255",24.7
"65256",24.6
"65257",24.6
"65258",24.6
"65259",24.6
"65260",24.4
"65261",24.1
"65262",24
"65263",23.9
"65264",23.8
"65265",23.9
"65266",31.0015
"65267",37.4012
"65268",40.6255
"65269",41.5107
"65270",41.75
"65271",41.8765
"65272",40.0709
"65273",41.0506
"65274",38.1958
"65275",37.5691
"65276",32.4306
"65277",25.5372
"65278",25
"65279",24.9
"65280",24.8
"65281",24.7
"65282",24.7
"65283",24.5
"65284",24.4
"65285",24.2
"65286",24.1
"65287",24
"65288",23.9
"65289",24
"65290",31.2565
"65291",38.5414
"65292",42.296
"65293",43.5549
"65294",43.9625
"65295",43.6774
"65296",38.2455
"65297",35.0147
"65298",29.2347
"65299",31.0295
"65300",32.6715
"65301",25.714
"65302",25.2
"65303",25
"65304",24.8
"65305",24.6
"65306",24.5
"65307",24.5
"65308",24.4
"65309",24.3
"65310",24.2
"65311",24.2
"65312",24.1
"65313",24.1
"65314",29.7749
"65315",36.1909
"65316",39.8605
"65317",41.657
"65318",42.5146
"65319",42.5177
"65320",42.2888
"65321",41.8843
"65322",41.1042
"65323",39.3716
"65324",36.0521
"65325",27.2144
"65326",25.6
"65327",25.4
"65328",25.2
"65329",25
"65330",24.9
"65331",24.7
"65332",24.5
"65333",24.5
"65334",24.4
"65335",24.4
"65336",24.4
"65337",24.4
"65338",29.5666
"65339",35.3079
"65340",38.7992
"65341",40.7203
"65342",41.6092
"65343",40.3156
"65344",40.5795
"65345",41.2408
"65346",40.8088
"65347",38.0806
"65348",35.296
"65349",27.1175
"65350",25.6
"65351",25.4
"65352",25.2
"65353",25.1
"65354",25.1
"65355",25
"65356",24.9
"65357",24.7
"65358",24.5
"65359",24.3
"65360",24
"65361",23.8
"65362",24.3666
"65363",26.7067
"65364",29.0458
"65365",30.9279
"65366",32.2885
"65367",33.3684
"65368",31.5836
"65369",29.8438
"65370",28.4593
"65371",27.9209
"65372",26.353
"65373",25.2789
"65374",24.9
"65375",24.7
"65376",24.6
"65377",24.5
"65378",24.5
"65379",24.4
"65380",24.3
"65381",24.2
"65382",24.2
"65383",24.3
"65384",24.5
"65385",24.6
"65386",25.4062
"65387",26.886
"65388",29.0063
"65389",30.7196
"65390",32.1144
"65391",34.0933
"65392",36.8232
"65393",32.1954
"65394",29.8009
"65395",32.843
"65396",26.2245
"65397",25.0638
"65398",24.6
"65399",24.5
"65400",24.4
"65401",24.4
"65402",24.3
"65403",24.3
"65404",24.3
"65405",24.3
"65406",24.2
"65407",24.1
"65408",24.1
"65409",24.1
"65410",25.5867
"65411",27.6958
"65412",30.8774
"65413",33.0988
"65414",34.5674
"65415",37.9996
"65416",39.6107
"65417",39.771
"65418",42.2254
"65419",36.7016
"65420",38.8392
"65421",27.1849
"65422",25.2
"65423",25
"65424",24.9
"65425",24.8
"65426",24.8
"65427",24.7
"65428",24.6
"65429",24.5
"65430",24.4
"65431",24.3
"65432",24.3
"65433",24.3
"65434",31.035
"65435",37.7514
"65436",40.5111
"65437",41.5297
"65438",42.1847
"65439",42.3973
"65440",42.4029
"65441",42.5072
"65442",41.8998
"65443",40.2721
"65444",36.9821
"65445",26.7224
"65446",25.1
"65447",24.9
"65448",24.7
"65449",24.5
"65450",24.4
"65451",24.4
"65452",24.3
"65453",24.2
"65454",24
"65455",23.9
"65456",23.8
"65457",23.8
"65458",28.618
"65459",36.5339
"65460",40.0285
"65461",41.3464
"65462",42.4688
"65463",41.6698
"65464",42.8536
"65465",44.1494
"65466",43.0777
"65467",32.2647
"65468",28.4386
"65469",26.4418
"65470",25
"65471",24.7
"65472",24.6
"65473",24.5
"65474",24.5
"65475",24.4
"65476",24.4
"65477",24.3
"65478",24.2
"65479",24.1
"65480",24
"65481",23.9
"65482",30.3742
"65483",37.1364
"65484",40.2302
"65485",41.3524
"65486",41.557
"65487",41.8391
"65488",41.7603
"65489",41.8203
"65490",39.2716
"65491",39.9257
"65492",36.8055
"65493",26.661
"65494",24.9
"65495",24.8
"65496",24.7
"65497",24.6
"65498",24.5
"65499",24.4
"65500",24.3
"65501",24.1
"65502",24
"65503",23.9
"65504",23.8
"65505",23.7
"65506",24.9142
"65507",26.2089
"65508",27.747
"65509",29.9305
"65510",31.4632
"65511",32.0061
"65512",32.0001
"65513",32.364
"65514",30.1424
"65515",31.8704
"65516",31.6933
"65517",25.7549
"65518",24.7
"65519",24.5
"65520",24.4
"65521",24.2
"65522",24.1
"65523",23.9
"65524",23.8
"65525",23.7
"65526",23.6
"65527",23.6
"65528",23.6
"65529",23.6
"65530",28.5389
"65531",34.6591
"65532",37.3457
"65533",38.6564
"65534",39.2901
"65535",39.4409
"65536",39.4712
"65537",39.1737
"65538",38.6917
"65539",37.1238
"65540",34.0339
"65541",25.9944
"65542",24.5
"65543",24.2
"65544",24
"65545",23.7
"65546",23.5
"65547",23.3
"65548",23.2
"65549",23
"65550",22.9
"65551",22.8
"65552",22.7
"65553",22.7
"65554",28.589
"65555",34.9239
"65556",38.1117
"65557",39.7956
"65558",40.747
"65559",41.0571
"65560",41.3363
"65561",41.201
"65562",40.5444
"65563",39.0465
"65564",35.7437
"65565",26.3303
"65566",24.4
"65567",24.1
"65568",23.9
"65569",23.7
"65570",23.6
"65571",23.5
"65572",23.4
"65573",23.2
"65574",23.2
"65575",23.2
"65576",23.3
"65577",23.4
"65578",28.951
"65579",34.9767
"65580",37.3186
"65581",38.2733
"65582",38.4645
"65583",38.2648
"65584",36.6822
"65585",32.8882
"65586",29.0493
"65587",29.3207
"65588",31.4004
"65589",24.4313
"65590",23.8
"65591",23.7
"65592",23.5
"65593",23.4
"65594",23.2
"65595",23.1
"65596",23
"65597",22.9
"65598",22.8
"65599",22.8
"65600",22.7
"65601",22.7
"65602",29.459
"65603",36.0996
"65604",39.1947
"65605",40.2567
"65606",40.7681
"65607",40.1897
"65608",39.2507
"65609",36.8884
"65610",39.4713
"65611",36.6327
"65612",34.0806
"65613",25.9628
"65614",24
"65615",23.9
"65616",23.7
"65617",23.5
"65618",23.3
"65619",23
"65620",22.8
"65621",22.6
"65622",22.5
"65623",22.4
"65624",22.4
"65625",22.5
"65626",24.2452
"65627",27.746
"65628",32.1938
"65629",34.7555
"65630",36.8193
"65631",37.6264
"65632",37.8022
"65633",37.0292
"65634",35.203
"65635",32.5516
"65636",27.5266
"65637",24.6326
"65638",24.1
"65639",23.9
"65640",23.8
"65641",23.7
"65642",23.7
"65643",23.6
"65644",23.7
"65645",23.7
"65646",23.8
"65647",23.9
"65648",24
"65649",24.2
"65650",25.1175
"65651",30.3411
"65652",33.3761
"65653",34.5774
"65654",35.7219
"65655",36.9955
"65656",35.8466
"65657",30.4587
"65658",35.6377
"65659",33.6846
"65660",25.572
"65661",24.8878
"65662",24.6
"65663",24.5
"65664",24.5
"65665",24.4
"65666",24.3
"65667",24.2
"65668",24.1
"65669",24.1
"65670",24.1
"65671",24.1
"65672",24.2
"65673",24.3
"65674",25.7275
"65675",28.1017
"65676",30.449
"65677",31.872
"65678",32.9381
"65679",34.2815
"65680",36.2828
"65681",35.3666
"65682",34.9025
"65683",29.5053
"65684",33.3127
"65685",25.6393
"65686",24.9
"65687",24.8
"65688",24.7
"65689",24.6
"65690",24.5
"65691",24.4
"65692",24.3
"65693",24.2
"65694",24.1
"65695",24
"65696",24
"65697",24.1
"65698",29.5642
"65699",36.5872
"65700",39.2116
"65701",40.2084
"65702",40.688
"65703",41.0108
"65704",41.1713
"65705",41.0648
"65706",40.4011
"65707",35.4791
"65708",35.7015
"65709",26.9281
"65710",24.5
"65711",24.3
"65712",24.3
"65713",24.2
"65714",24
"65715",24
"65716",23.9
"65717",23.9
"65718",23.9
"65719",24
"65720",24.1
"65721",24.2
"65722",25.3879
"65723",27.287
"65724",29.2801
"65725",31.4546
"65726",32.9439
"65727",33.625
"65728",32.1222
"65729",32.4795
"65730",35.7295
"65731",37.6872
"65732",26.1543
"65733",25.3883
"65734",24
"65735",23.9
"65736",23.8
"65737",23.8
"65738",23.7
"65739",23.6
"65740",23.6
"65741",23.5
"65742",23.4
"65743",23.5
"65744",23.6
"65745",23.7
"65746",28.7474
"65747",36.546
"65748",39.5198
"65749",41.0494
"65750",41.4732
"65751",41.9665
"65752",42.1299
"65753",42.378
"65754",42.2284
"65755",41.0548
"65756",38.1974
"65757",27.1786
"65758",24.2
"65759",24
"65760",23.8
"65761",23.7
"65762",23.6
"65763",23.5
"65764",23.4
"65765",23.2
"65766",23.1
"65767",23.1
"65768",23.2
"65769",23.3
"65770",26.4879
"65771",31.3503
"65772",33.6186
"65773",35.528
"65774",36.6866
"65775",36.9805
"65776",34.7683
"65777",37.0647
"65778",33.6362
"65779",31.6085
"65780",35.7097
"65781",26.7916
"65782",24.4
"65783",24.3
"65784",24.1
"65785",24.1
"65786",24
"65787",24
"65788",23.9
"65789",23.8
"65790",23.8
"65791",23.7
"65792",23.7
"65793",23.6
"65794",29.6128
"65795",36.3132
"65796",39.0524
"65797",40.2363
"65798",40.7369
"65799",41.0356
"65800",40.9879
"65801",36.1922
"65802",40.5491
"65803",39.1249
"65804",36.1693
"65805",26.8434
"65806",24.4
"65807",24.2
"65808",24
"65809",23.8
"65810",23.7
"65811",23.5
"65812",23.4
"65813",23.3
"65814",23.4
"65815",23.4
"65816",23.4
"65817",23.4
"65818",29.5301
"65819",36.9099
"65820",40.0268
"65821",40.9686
"65822",41.4645
"65823",41.4921
"65824",41.4354
"65825",41.2333
"65826",40.7287
"65827",39.2746
"65828",36.1723
"65829",27.0257
"65830",24.2
"65831",24
"65832",23.8
"65833",23.7
"65834",23.7
"65835",23.6
"65836",23.5
"65837",23.4
"65838",23.4
"65839",23.4
"65840",23.3
"65841",23.4
"65842",28.813
"65843",35.5575
"65844",38.1344
"65845",39.5538
"65846",40.3987
"65847",40.6985
"65848",40.8798
"65849",40.7859
"65850",40.9412
"65851",37.4343
"65852",33.695
"65853",25.1841
"65854",24.4
"65855",24.3
"65856",24.2
"65857",24.1
"65858",24
"65859",23.9
"65860",23.9
"65861",23.8
"65862",23.8
"65863",23.7
"65864",23.5
"65865",23.6
"65866",29.8529
"65867",37.2241
"65868",40.075
"65869",41.1016
"65870",41.7603
"65871",42.0785
"65872",42.3449
"65873",42.4152
"65874",42.2181
"65875",40.6929
"65876",37.1262
"65877",27.4145
"65878",24.7
"65879",24.4
"65880",24.2
"65881",24.1
"65882",23.9
"65883",23.8
"65884",23.7
"65885",23.6
"65886",23.5
"65887",23.4
"65888",23.4
"65889",23.5
"65890",30.0571
"65891",37.6187
"65892",40.3019
"65893",41.2723
"65894",41.2504
"65895",40.9302
"65896",36.2153
"65897",39.5027
"65898",38.8268
"65899",38.2035
"65900",35.5258
"65901",25.2292
"65902",24.6
"65903",24.5
"65904",24.5
"65905",24.4
"65906",24.3
"65907",24.2
"65908",24
"65909",23.9
"65910",23.8
"65911",23.7
"65912",23.6
"65913",23.6
"65914",29.3161
"65915",36.5972
"65916",39.7004
"65917",41.0596
"65918",41.8989
"65919",40.4646
"65920",42.0277
"65921",41.3982
"65922",40.9624
"65923",39.0361
"65924",35.9912
"65925",25.4205
"65926",24.9
"65927",24.8
"65928",24.6
"65929",24.5
"65930",24.4
"65931",24.4
"65932",24.4
"65933",24.3
"65934",24.3
"65935",24.3
"65936",24.3
"65937",24.4
"65938",28.852
"65939",35.3439
"65940",38.2059
"65941",39.3902
"65942",39.7769
"65943",39.7788
"65944",39.7859
"65945",39.5352
"65946",39.3278
"65947",32.8672
"65948",35.6763
"65949",26.2277
"65950",24.7
"65951",24.6
"65952",24.5
"65953",24.4
"65954",24.3
"65955",24.3
"65956",24.3
"65957",24.2
"65958",24.2
"65959",24.1
"65960",23.9
"65961",23.9
"65962",25.5257
"65963",28.6901
"65964",30.8684
"65965",32.6023
"65966",34.2942
"65967",35.005
"65968",35.818
"65969",33.8547
"65970",35.0979
"65971",38.8162
"65972",35.6774
"65973",26.8174
"65974",24.5
"65975",24.3
"65976",24.2
"65977",24
"65978",23.9
"65979",23.8
"65980",23.7
"65981",23.9
"65982",23.9
"65983",24
"65984",24
"65985",24
"65986",28.8633
"65987",35.7411
"65988",38.5703
"65989",39.6604
"65990",40.2163
"65991",40.456
"65992",40.6499
"65993",37.4415
"65994",37.3704
"65995",37.7371
"65996",34.4325
"65997",25.4262
"65998",24.8
"65999",24.6
"66000",24.4
"66001",24.5
"66002",24.4
"66003",24.3
"66004",24.2
"66005",24.1
"66006",24
"66007",23.9
"66008",23.9
"66009",24
"66010",28.8798
"66011",35.8112
"66012",38.5439
"66013",39.9199
"66014",40.4937
"66015",40.6394
"66016",40.9072
"66017",40.9725
"66018",40.723
"66019",39.1388
"66020",35.8377
"66021",27.3511
"66022",24.6
"66023",24.4
"66024",24.3
"66025",24.2
"66026",24.1
"66027",24
"66028",24
"66029",23.9
"66030",23.9
"66031",23.9
"66032",23.9
"66033",23.9
"66034",25.0857
"66035",26.7687
"66036",28.8711
"66037",30.8956
"66038",32.3729
"66039",33.2659
"66040",32.8315
"66041",33.0122
"66042",30.3296
"66043",31.1757
"66044",30.1675
"66045",25.33
"66046",24.7
"66047",24.4
"66048",24.3
"66049",24.2
"66050",24.3
"66051",24.3
"66052",24.4
"66053",24.4
"66054",24.4
"66055",24.4
"66056",24.4
"66057",24.4
"66058",24.864
"66059",25.9114
"66060",27.7575
"66061",29.3228
"66062",30.475
"66063",31.1109
"66064",30.7711
"66065",32.2105
"66066",32.2352
"66067",28.6246
"66068",28.2524
"66069",24.7751
"66070",24.5
"66071",24.4
"66072",24.4
"66073",24.3
"66074",24.2
"66075",24.1
"66076",24
"66077",23.9
"66078",23.9
"66079",23.8
"66080",23.8
"66081",23.8
"66082",30.6495
"66083",37.7437
"66084",40.6847
"66085",41.6857
"66086",41.9965
"66087",41.9281
"66088",41.8997
"66089",41.5963
"66090",41.1808
"66091",39.9026
"66092",36.7984
"66093",28.2036
"66094",25.1
"66095",24.8
"66096",24.7
"66097",24.5
"66098",24.4
"66099",24.2
"66100",24
"66101",23.8
"66102",23.6
"66103",23.5
"66104",23.4
"66105",23.4
"66106",26.532
"66107",30.3858
"66108",32.3986
"66109",33.6273
"66110",34.3103
"66111",34.2662
"66112",29.9252
"66113",29.5314
"66114",30.0844
"66115",27.3169
"66116",35.7653
"66117",27.337
"66118",24.5
"66119",24.4
"66120",24.4
"66121",24.4
"66122",24.4
"66123",24.3
"66124",24.2
"66125",24.1
"66126",24
"66127",23.8
"66128",23.7
"66129",23.7
"66130",26.7848
"66131",30.8503
"66132",33.468
"66133",35.8438
"66134",37.1473
"66135",37.5674
"66136",33.5587
"66137",33.6405
"66138",36.0661
"66139",39.7533
"66140",36.6624
"66141",27.8644
"66142",24.7
"66143",24.7
"66144",24.6
"66145",24.5
"66146",24.3
"66147",24.2
"66148",24.1
"66149",23.9
"66150",23.8
"66151",23.7
"66152",23.6
"66153",23.7
"66154",28.155
"66155",34.1849
"66156",36.998
"66157",38.2172
"66158",38.874
"66159",38.9853
"66160",34.4969
"66161",33.2719
"66162",31.6531
"66163",35.9827
"66164",32.4646
"66165",24.8107
"66166",24
"66167",24
"66168",23.9
"66169",24
"66170",24
"66171",24
"66172",24
"66173",23.9
"66174",23.9
"66175",23.8
"66176",23.7
"66177",23.7
"66178",28.1234
"66179",34.9296
"66180",37.893
"66181",39.1214
"66182",39.7926
"66183",39.7995
"66184",39.7794
"66185",39.5969
"66186",38.822
"66187",37.3658
"66188",34.3288
"66189",26.12
"66190",24
"66191",23.9
"66192",23.9
"66193",23.9
"66194",23.9
"66195",23.9
"66196",23.8
"66197",23.7
"66198",23.5
"66199",23.5
"66200",23.5
"66201",23.6
"66202",27.3948
"66203",33.3713
"66204",35.5567
"66205",36.9666
"66206",37.1036
"66207",37.2135
"66208",37.2818
"66209",34.6669
"66210",30.8097
"66211",28.9489
"66212",32.4712
"66213",25.8577
"66214",24.1
"66215",23.7
"66216",23.5
"66217",23.4
"66218",23.3
"66219",23.2
"66220",23.1
"66221",23.1
"66222",23.1
"66223",22.9
"66224",22.8
"66225",22.8
"66226",28.5927
"66227",35.4589
"66228",38.199
"66229",39.2231
"66230",39.711
"66231",39.7743
"66232",39.9234
"66233",39.8126
"66234",39.6453
"66235",38.5813
"66236",35.5418
"66237",26.5975
"66238",24.2
"66239",24.1
"66240",24
"66241",23.8
"66242",23.7
"66243",23.7
"66244",23.6
"66245",23.6
"66246",23.6
"66247",23.7
"66248",23.7
"66249",23.8
"66250",27.1591
"66251",34.5152
"66252",38.1596
"66253",39.7594
"66254",40.3066
"66255",40.6877
"66256",41.0257
"66257",40.4842
"66258",40.6962
"66259",32.3335
"66260",36.0577
"66261",25.4744
"66262",24.1
"66263",24.1
"66264",24.1
"66265",24.1
"66266",24.1
"66267",24
"66268",23.9
"66269",23.8
"66270",23.8
"66271",23.7
"66272",23.4
