"Time stamp","Subarray 1 Cell temperature (steady state) | (C)"
"106275",25.6
"106276",25.4
"106277",25.2
"106278",25.1
"106279",24.9
"106280",24.9
"106281",25.5
"106282",34.3032
"106283",43.3947
"106284",48.654
"106285",48.249
"106286",47.7707
"106287",49.0918
"106288",50.5788
"106289",49.7808
"106290",48.441
"106291",46.6729
"106292",43.0225
"106293",36.6615
"106294",27.3
"106295",26.8
"106296",26.4
"106297",26.1
"106298",25.8
"106299",25.5
"106300",25.2
"106301",25
"106302",24.7
"106303",24.6
"106304",24.6
"106305",25.2
"106306",35.1338
"106307",43.7135
"106308",48.1049
"106309",47.7814
"106310",51.8572
"106311",51.978
"106312",51.3114
"106313",48.4332
"106314",48.4764
"106315",46.094
"106316",41.8744
"106317",34.9923
"106318",27
"106319",26.7
"106320",26.4
"106321",26.2
"106322",26
"106323",25.9
"106324",25.8
"106325",25.7
"106326",25.7
"106327",25.7
"106328",25.6
"106329",26
"106330",34.1486
"106331",39.7755
"106332",44.4299
"106333",46.4145
"106334",49.8511
"106335",49.1155
"106336",46.1206
"106337",44.9244
"106338",45.1162
"106339",45.3764
"106340",41.4055
"106341",34.6905
"106342",27.3
"106343",27.1
"106344",27
"106345",26.8
"106346",26.7
"106347",26.5
"106348",26.3
"106349",26.2
"106350",26.1
"106351",26
"106352",25.9
"106353",26.4
"106354",35.2226
"106355",42.5117
"106356",46.134
"106357",46.3691
"106358",48.4935
"106359",48.6824
"106360",48.2349
"106361",47.7563
"106362",37.1585
"106363",36.5395
"106364",41.5377
"106365",35.3024
"106366",27.1
"106367",26.8
"106368",26.7
"106369",26.6
"106370",26.5
"106371",26.3
"106372",26.1
"106373",25.9
"106374",25.7
"106375",25.5
"106376",25.4
"106377",25.7
"106378",34.6243
"106379",42.0262
"106380",45.8119
"106381",47.3418
"106382",48.3739
"106383",48.5409
"106384",48.1475
"106385",47.5935
"106386",46.6721
"106387",45.1622
"106388",41.7922
"106389",35.2659
"106390",27.3
"106391",26.9
"106392",26.5
"106393",26.2
"106394",26
"106395",25.8
"106396",25.6
"106397",25.5
"106398",25.4
"106399",25.3
"106400",25.1
"106401",25.7
"106402",34.7631
"106403",41.1385
"106404",45.6213
"106405",49.8943
"106406",46.9875
"106407",49.2847
"106408",47.094
"106409",48.4208
"106410",44.5359
"106411",43.0082
"106412",34.2458
"106413",34.1995
"106414",27.4
"106415",27.2
"106416",27
"106417",26.9
"106418",26.7
"106419",26.5
"106420",26.3
"106421",26.2
"106422",26
"106423",25.9
"106424",25.8
"106425",26.1
"106426",33.4024
"106427",42.9794
"106428",47.322
"106429",48.5151
"106430",48.2504
"106431",48.9049
"106432",48.7106
"106433",48.0731
"106434",46.8947
"106435",45.1783
"106436",36.979
"106437",30.8124
"106438",27.5
"106439",27.3
"106440",27.2
"106441",27
"106442",26.8
"106443",26.7
"106444",26.5
"106445",26.3
"106446",26.2
"106447",26.1
"106448",26
"106449",26.2
"106450",33.5805
"106451",33.7069
"106452",32.4575
"106453",39.8744
"106454",41.832
"106455",44.1206
"106456",42.0655
"106457",40.115
"106458",38.106
"106459",35.9551
"106460",36.3827
"106461",34.61
"106462",26.8
"106463",26.6
"106464",26.4
"106465",26.4
"106466",26.2
"106467",26.1
"106468",25.9
"106469",25.7
"106470",25.5
"106471",25.3
"106472",25.2
"106473",25.5
"106474",33.3284
"106475",42.3731
"106476",42.0712
"106477",39.4376
"106478",39.0741
"106479",39.4975
"106480",40.3767
"106481",37.361
"106482",38.2637
"106483",34.0427
"106484",31.7026
"106485",27.6536
"106486",26.5
"106487",26.3
"106488",26.2
"106489",26
"106490",25.9
"106491",25.8
"106492",25.6
"106493",25.5
"106494",25.4
"106495",25.3
"106496",25.3
"106497",25.6
"106498",32.9508
"106499",37.1063
"106500",36.5878
"106501",38.5438
"106502",41.3219
"106503",32.4235
"106504",33.1357
"106505",36.9817
"106506",36.2937
"106507",31.756
"106508",35.6541
"106509",33.7078
"106510",26.5
"106511",26.3
"106512",26.2
"106513",26.1
"106514",25.9
"106515",25.7
"106516",25.5
"106517",25.3
"106518",25.2
"106519",25.1
"106520",25.1
"106521",25.4
"106522",33.3493
"106523",37.2847
"106524",36.3222
"106525",38.1597
"106526",40.506
"106527",42.5455
"106528",39.8292
"106529",44.4869
"106530",40.9887
"106531",39.949
"106532",40.1788
"106533",31.3279
"106534",26.6
"106535",26.5
"106536",26.4
"106537",26.2
"106538",26
"106539",25.8
"106540",25.6
"106541",25.5
"106542",25.4
"106543",25.2
"106544",25.2
"106545",25.5
"106546",28.5981
"106547",30.9111
"106548",38.3776
"106549",31.8513
"106550",35.1269
"106551",33.8911
"106552",31.6224
"106553",31.0173
"106554",30.2531
"106555",29.9511
"106556",32.8049
"106557",28.0374
"106558",26.3
"106559",26.2
"106560",26.1
"106561",26
"106562",26
"106563",25.8
"106564",25.7
"106565",25.5
"106566",25.3
"106567",25.2
"106568",25.1
"106569",25.4
"106570",34.0229
"106571",40.7005
"106572",44.5343
"106573",46.3179
"106574",47.1195
"106575",47.4176
"106576",46.9806
"106577",47.0718
"106578",44.1978
"106579",44.8255
"106580",41.3237
"106581",34.8403
"106582",26.9
"106583",26.6
"106584",26.4
"106585",26.2
"106586",26.1
"106587",26
"106588",25.9
"106589",25.8
"106590",25.7
"106591",25.6
"106592",25.5
"106593",25.8
"106594",33.9717
"106595",41.3001
"106596",44.9245
"106597",46.2632
"106598",46.9997
"106599",47.0376
"106600",46.9254
"106601",46.3188
"106602",45.2915
"106603",42.1224
"106604",39.0998
"106605",32.4348
"106606",26.7
"106607",26.5
"106608",26.4
"106609",26.3
"106610",26.3
"106611",26.3
"106612",26.2
"106613",26
"106614",25.9
"106615",25.8
"106616",25.8
"106617",26
"106618",32.6085
"106619",40.2713
"106620",44.0749
"106621",37.9909
"106622",40.0903
"106623",43.199
"106624",44.8271
"106625",41.166
"106626",38.0236
"106627",38.5525
"106628",32.4337
"106629",33.3279
"106630",26.6
"106631",26.4
"106632",26.2
"106633",26.1
"106634",26
"106635",25.9
"106636",25.8
"106637",25.7
"106638",25.6
"106639",25.6
"106640",25.5
"106641",25.8
"106642",28.9553
"106643",38.3285
"106644",40.8193
"106645",45.915
"106646",47.1188
"106647",47.193
"106648",45.9319
"106649",46.1423
"106650",45.2623
"106651",43.4581
"106652",39.0457
"106653",32.715
"106654",26.5
"106655",26.3
"106656",26.1
"106657",26
"106658",25.9
"106659",25.7
"106660",25.6
"106661",25.5
"106662",25.5
"106663",25.5
"106664",25.4
"106665",25.7
"106666",31.4923
"106667",41.7172
"106668",43.7891
"106669",48.0389
"106670",48.4454
"106671",48.295
"106672",43.3951
"106673",43.3218
"106674",40.8036
"106675",38.492
"106676",33.4327
"106677",31.597
"106678",27.2
"106679",27
"106680",26.8
"106681",26.6
"106682",26.4
"106683",26.3
"106684",26.2
"106685",26
"106686",25.9
"106687",25.8
"106688",25.8
"106689",26.1
"106690",35.0945
"106691",44.1747
"106692",49.0349
"106693",50.507
"106694",50.9925
"106695",50.6309
"106696",49.7466
"106697",48.6382
"106698",47.4682
"106699",45.3137
"106700",41.095
"106701",33.5346
"106702",27.2
"106703",26.9
"106704",26.6
"106705",26.5
"106706",26.3
"106707",26.1
"106708",26
"106709",25.8
"106710",25.7
"106711",25.5
"106712",25.4
"106713",25.7
"106714",34.5141
"106715",43.076
"106716",47.7161
"106717",49.4274
"106718",50.0305
"106719",50.0871
"106720",50.0664
"106721",49.5978
"106722",48.4922
"106723",46.3508
"106724",41.9219
"106725",34.0322
"106726",27.3
"106727",26.9
"106728",26.5
"106729",26.3
"106730",26.1
"106731",26
"106732",25.8
"106733",25.7
"106734",25.5
"106735",25.4
"106736",25.3
"106737",25.8
"106738",34.3842
"106739",42.6547
"106740",47.2195
"106741",49.2721
"106742",48.9004
"106743",47.8825
"106744",49.0173
"106745",48.6832
"106746",48.353
"106747",46.4581
"106748",42.2223
"106749",34.4236
"106750",27.2
"106751",26.8
"106752",26.4
"106753",26.2
"106754",26.1
"106755",26
"106756",25.9
"106757",25.7
"106758",25.6
"106759",25.4
"106760",25.3
"106761",25.7
"106762",34.588
"106763",43.0868
"106764",46.8144
"106765",49.4913
"106766",49.7508
"106767",49.7984
"106768",49.3459
"106769",48.5153
"106770",47.2704
"106771",45.2598
"106772",40.9616
"106773",33.4834
"106774",27.2
"106775",26.9
"106776",26.6
"106777",26.6
"106778",26.4
"106779",26.2
"106780",26
"106781",25.8
"106782",25.7
"106783",25.6
"106784",25.6
"106785",26
"106786",33.3956
"106787",40.8517
"106788",44.7164
"106789",46.3022
"106790",46.9047
"106791",47.0505
"106792",40.036
"106793",44.5584
"106794",42.8095
"106795",44.5365
"106796",40.7875
"106797",33.8115
"106798",27.9
"106799",27.6
"106800",27.4
"106801",27.2
"106802",26.9
"106803",26.7
"106804",26.4
"106805",26.1
"106806",25.9
"106807",25.7
"106808",25.6
"106809",25.9
"106810",33.4724
"106811",41.009
"106812",44.8557
"106813",46.6022
"106814",47.4576
"106815",47.9416
"106816",47.6774
"106817",47.2711
"106818",46.4584
"106819",44.4665
"106820",40.6695
"106821",33.5649
"106822",27.4
"106823",27
"106824",26.8
"106825",26.5
"106826",26.3
"106827",26.1
"106828",25.9
"106829",25.7
"106830",25.6
"106831",25.4
"106832",25.3
"106833",25.5
"106834",34.3655
"106835",41.4429
"106836",43.601
"106837",42.3442
"106838",37.1645
"106839",37.5003
"106840",35.9878
"106841",38.6846
"106842",45.917
"106843",42.7878
"106844",40.4379
"106845",33.463
"106846",27.3
"106847",27.1
"106848",26.9
"106849",26.8
"106850",26.7
"106851",26.5
"106852",26.4
"106853",26.1
"106854",25.8
"106855",25.6
"106856",25.4
"106857",25.7
"106858",34.1239
"106859",43.4384
"106860",40.8722
"106861",43.8547
"106862",49.2878
"106863",49.0786
"106864",46.9994
"106865",46.8305
"106866",45.3038
"106867",44.3841
"106868",38.3828
"106869",31.506
"106870",27.2
"106871",26.9
"106872",26.5
"106873",26.2
"106874",25.9
"106875",25.6
"106876",25.6
"106877",25.5
"106878",25.4
"106879",25.3
"106880",25.2
"106881",25.5
"106882",33.0437
"106883",41.4202
"106884",42.9537
"106885",46.5969
"106886",46.1069
"106887",46.0923
"106888",47.4729
"106889",47.0644
"106890",46.0567
"106891",43.7879
"106892",39.623
"106893",32.2668
"106894",26.7
"106895",26.4
"106896",26.2
"106897",26
"106898",25.8
"106899",25.7
"106900",25.4
"106901",25.2
"106902",25
"106903",24.9
"106904",24.8
"106905",25
"106906",33.6895
"106907",41.6078
"106908",46.0783
"106909",46.1821
"106910",45.9094
"106911",37.6245
"106912",41.919
"106913",43.6714
"106914",46.6134
"106915",44.4275
"106916",40.3544
"106917",32.7958
"106918",26.3
"106919",26.1
"106920",26.1
"106921",26.1
"106922",26
"106923",25.8
"106924",25.6
"106925",25.4
"106926",25.2
"106927",25.1
"106928",25
"106929",25.4
"106930",36.5247
"106931",44.5333
"106932",48.3486
"106933",49.7198
"106934",50.2654
"106935",50.03
"106936",49.8687
"106937",49.283
"106938",48.017
"106939",46.2036
"106940",42.1069
"106941",34.4996
"106942",26.8
"106943",26.3
"106944",26
"106945",25.8
"106946",25.6
"106947",25.4
"106948",25.3
"106949",25.2
"106950",25.2
"106951",25.1
"106952",25.1
"106953",25.4
"106954",35.5242
"106955",42.0811
"106956",34.4852
"106957",41.8968
"106958",42.982
"106959",35.6787
"106960",39.1256
"106961",38.0209
"106962",39.3719
"106963",38.3092
"106964",31.4723
"106965",29.0466
"106966",27.2
"106967",26.9
"106968",26.7
"106969",26.6
"106970",26.4
"106971",26.3
"106972",26.1
"106973",26
"106974",25.9
"106975",25.8
"106976",25.7
"106977",26
"106978",33.1544
"106979",34.1953
"106980",42.9799
"106981",46.3171
"106982",47.5133
"106983",47.5087
"106984",47.6349
"106985",47.2788
"106986",46.384
"106987",44.64
"106988",40.9051
"106989",33.5918
"106990",27
"106991",26.8
"106992",26.4
"106993",26.3
"106994",26.3
"106995",26.1
"106996",25.9
"106997",25.8
"106998",25.7
"106999",25.6
"107000",25.5
"107001",25.7
"107002",31.578
"107003",40.3466
"107004",41.5572
"107005",38.3489
"107006",46.0732
"107007",47.079
"107008",47.0249
"107009",46.7458
"107010",45.8662
"107011",44.2348
"107012",40.9049
"107013",33.9731
"107014",27.2
"107015",26.8
"107016",26.6
"107017",26.4
"107018",26.1
"107019",25.9
"107020",25.7
"107021",25.4
"107022",25.2
"107023",25
"107024",24.8
"107025",24.9
"107026",34.4845
"107027",41.7052
"107028",44.9063
"107029",46.0684
"107030",46.6852
"107031",46.4365
"107032",44.8037
"107033",44.9898
"107034",46.21
"107035",44.8586
"107036",41.1447
"107037",33.8902
"107038",26.3
"107039",25.9
"107040",25.8
"107041",25.7
"107042",25.5
"107043",25.4
"107044",25.3
"107045",25.2
"107046",25.1
"107047",25.1
"107048",25.1
"107049",25.5
"107050",37.3394
"107051",45.7456
"107052",49.3694
"107053",50.7006
"107054",50.5437
"107055",49.9289
"107056",49.14
"107057",48.6115
"107058",47.725
"107059",45.959
"107060",41.904
"107061",34.1096
"107062",27
"107063",26.6
"107064",26.4
"107065",26.3
"107066",26.2
"107067",25.9
"107068",25.8
"107069",25.8
"107070",25.7
"107071",25.6
"107072",25.5
"107073",25.8
"107074",36.3165
"107075",44.5474
"107076",48.7906
"107077",45.3257
"107078",50.6824
"107079",50.1775
"107080",49.4412
"107081",48.5994
"107082",46.8903
"107083",44.917
"107084",40.752
"107085",33.3214
"107086",26.8
"107087",26.4
"107088",26.2
"107089",26
"107090",25.9
"107091",25.7
"107092",25.6
"107093",25.5
"107094",25.5
"107095",25.5
"107096",25.5
"107097",25.7
"107098",27.3687
"107099",30.1101
"107100",39.4616
"107101",37.8218
"107102",37.9125
"107103",44.4607
"107104",44.649
"107105",43.8507
"107106",41.3862
"107107",35.5828
"107108",28.7696
"107109",27.902
"107110",26.5
"107111",26.2
"107112",26.1
"107113",26.1
"107114",26
"107115",25.9
"107116",25.7
"107117",25.6
"107118",25.5
"107119",25.5
"107120",25.5
"107121",25.7
"107122",29.8959
"107123",35.8019
"107124",43.488
"107125",45.7424
"107126",46.5186
"107127",46.7894
"107128",44.3976
"107129",43.2994
"107130",41.7941
"107131",38.9279
"107132",34.2601
"107133",28.6346
"107134",26.8
"107135",26.6
"107136",26.3
"107137",26.2
"107138",26.1
"107139",26
"107140",25.8
"107141",25.7
"107142",25.7
"107143",25.6
"107144",25.6
"107145",25.7
"107146",28.9377
"107147",34.6749
"107148",41.5535
"107149",41.7872
"107150",41.8791
"107151",43.1398
"107152",42.2703
"107153",41.3335
"107154",38.202
"107155",35.6231
"107156",32.1341
"107157",27.9187
"107158",26.4
"107159",26.1
"107160",25.9
"107161",25.9
"107162",25.8
"107163",25.7
"107164",25.7
"107165",25.6
"107166",25.6
"107167",25.6
"107168",25.5
"107169",25.7
"107170",34.6305
"107171",38.5808
"107172",44.2052
"107173",37.8551
"107174",39.3274
"107175",39.1097
"107176",39.1347
"107177",43.3446
"107178",47.2067
"107179",38.0031
"107180",29.0604
"107181",27.4678
"107182",26.5
"107183",26.3
"107184",26.2
"107185",26.1
"107186",26
"107187",25.9
"107188",25.8
"107189",25.6
"107190",25.5
"107191",25.4
"107192",25.3
"107193",25.5
"107194",30.0833
"107195",47.293
"107196",47.9588
"107197",45.5237
"107198",46.3855
"107199",46.3175
"107200",48.2343
"107201",48.4598
"107202",42.8209
"107203",39.8315
"107204",35.1474
"107205",30.0998
"107206",27.1
"107207",26.8
"107208",26.5
"107209",26.3
"107210",26.1
"107211",26
"107212",25.8
"107213",25.7
"107214",25.6
"107215",25.5
"107216",25.5
"107217",25.8
"107218",37.0756
"107219",45.2832
"107220",49.1824
"107221",40.9495
"107222",45.0204
"107223",48.9477
"107224",52.6036
"107225",47.5803
"107226",46.2061
"107227",44.0324
"107228",36.0941
"107229",31.0147
"107230",27.2
"107231",26.9
"107232",26.6
"107233",26.5
"107234",26.3
"107235",26.1
"107236",26
"107237",25.8
"107238",25.8
"107239",25.7
"107240",25.7
"107241",25.9
"107242",31.2507
"107243",37.4596
"107244",37.7643
"107245",42.7949
"107246",49.3162
"107247",45.5864
"107248",45.9992
"107249",49.1177
"107250",48.1357
"107251",45.322
"107252",40.501
"107253",31.5652
"107254",27.6
"107255",27.3
"107256",27.1
"107257",26.8
"107258",26.6
"107259",26.3
"107260",26.1
"107261",25.9
"107262",25.7
"107263",25.7
"107264",25.6
"107265",25.8
"107266",32.6811
"107267",43.5825
"107268",46.2225
"107269",47.6555
"107270",50.8488
"107271",50.3533
"107272",49.8049
"107273",44.4382
"107274",45.8811
"107275",44.4522
"107276",39.1634
"107277",30.4445
"107278",27.7
"107279",27.3
"107280",27.1
"107281",26.8
"107282",26.6
"107283",26.5
"107284",26.4
"107285",26.3
"107286",26.2
"107287",26.1
"107288",26.1
"107289",26.3
"107290",31.1633
"107291",38.8454
"107292",44.4111
"107293",45.3577
"107294",46.8913
"107295",47.3319
"107296",47.3707
"107297",47.0117
"107298",46.3727
"107299",44.5281
"107300",40.2806
"107301",31.8191
"107302",27.8
"107303",27.6
"107304",27.3
"107305",27
"107306",26.8
"107307",26.4
"107308",26.2
"107309",25.9
"107310",25.7
"107311",25.6
"107312",25.5
"107313",25.7
"107314",34.8198
"107315",42.6953
"107316",46.9952
"107317",48.8173
"107318",49.8649
"107319",49.9502
"107320",50.0374
"107321",49.6336
"107322",48.8105
"107323",46.6213
"107324",41.9485
"107325",32.4688
"107326",26.8
"107327",26.4
"107328",26.1
"107329",25.8
"107330",25.7
"107331",25.6
"107332",25.5
"107333",25.4
"107334",25.3
"107335",25.3
"107336",25.3
"107337",25.6
"107338",33.3129
"107339",41.3949
"107340",45.8989
"107341",46.4215
"107342",44.708
"107343",47.6329
"107344",46.6666
"107345",40.7534
"107346",32.0936
"107347",32.4535
"107348",29.3606
"107349",28.0497
"107350",26.8
"107351",26.6
"107352",26.4
"107353",26.3
"107354",26.3
"107355",26.3
"107356",26.2
"107357",26.2
"107358",26.1
"107359",26.1
"107360",26
"107361",26.1
"107362",34.1685
"107363",41.5043
"107364",45.315
"107365",43.2126
"107366",45.2821
"107367",46.999
"107368",47.0256
"107369",46.1038
"107370",44.4279
"107371",38.4599
"107372",36.3675
"107373",30.8482
"107374",27.3
"107375",27
"107376",26.8
"107377",26.6
"107378",26.5
"107379",26.3
"107380",26.1
"107381",25.9
"107382",25.7
"107383",25.6
"107384",25.5
"107385",25.6
"107386",33.3142
"107387",40.0107
"107388",43.7325
"107389",45.4033
"107390",44.8384
"107391",45.7655
"107392",42.7417
"107393",41.0427
"107394",44.6378
"107395",40.2219
"107396",40.1016
"107397",30.1197
"107398",26.8
"107399",26.4
"107400",26.1
"107401",25.8
"107402",25.6
"107403",25.4
"107404",25.2
"107405",25.1
"107406",25.1
"107407",25.1
"107408",25.1
"107409",25.3
"107410",30.1527
"107411",34.7418
"107412",40.0881
"107413",42.6043
"107414",44.2568
"107415",44.4381
"107416",43.8193
"107417",43.0364
"107418",41.2686
"107419",39.5044
"107420",35.3218
"107421",28.8359
"107422",26.8
"107423",26.6
"107424",26.4
"107425",26.3
"107426",26.1
"107427",25.9
"107428",25.7
"107429",25.6
"107430",25.4
"107431",25.2
"107432",25
"107433",25.1
"107434",33.9883
"107435",41.3167
"107436",45.3633
"107437",47.215
"107438",47.9284
"107439",48.3679
"107440",47.9116
"107441",47.4224
"107442",46.0522
"107443",43.2654
"107444",36.8616
"107445",29.8425
"107446",26.9
"107447",26.5
"107448",26.3
"107449",26.3
"107450",26.3
"107451",26.2
"107452",26.1
"107453",25.9
"107454",25.9
"107455",25.7
"107456",25.6
"107457",25.6
"107458",32.7013
"107459",38.9007
"107460",42.0464
"107461",43.1782
"107462",44.0072
"107463",44.3237
"107464",44.6948
"107465",44.4934
"107466",40.3421
"107467",39.6338
"107468",34.9878
"107469",30.4748
"107470",27.6
"107471",27.3
"107472",27.1
"107473",26.9
"107474",26.6
"107475",26.4
"107476",26.3
"107477",26.2
"107478",26.1
"107479",26
"107480",25.9
"107481",26.1
"107482",30.7662
"107483",35.3086
"107484",38.4604
"107485",43.3676
"107486",38.8743
"107487",40.912
"107488",41.9232
"107489",43.6965
"107490",41.7138
"107491",35.5068
"107492",38.2525
"107493",30.5478
"107494",27.2
"107495",26.8
"107496",26.6
"107497",26.4
"107498",26.4
"107499",26.2
"107500",26.1
"107501",25.9
"107502",25.8
"107503",25.8
"107504",25.8
"107505",26
"107506",33.0552
"107507",39.0004
"107508",41.8706
"107509",34.4288
"107510",36.9371
"107511",36.9485
"107512",33.289
"107513",31.4432
"107514",30.0745
"107515",30.7672
"107516",28.0673
"107517",27.3119
"107518",26.8
"107519",26.6
"107520",26.5
"107521",26.5
"107522",26.4
"107523",26.3
"107524",26.2
"107525",26
"107526",25.9
"107527",25.8
"107528",25.7
"107529",25.7
"107530",26.8914
"107531",29.8273
"107532",35.2229
"107533",42.62
"107534",43.5725
"107535",35.6927
"107536",34.9546
"107537",31.6779
"107538",29.8871
"107539",27.4387
"107540",26.7667
"107541",26.0818
"107542",25.9
"107543",25.9
"107544",25.9
"107545",25.9
"107546",25.8
"107547",25.8
"107548",25.7
"107549",25.6
"107550",25.6
"107551",25.6
"107552",25.6
"107553",25.6
"107554",27.9411
"107555",39.0493
"107556",42.2332
"107557",44.7863
"107558",45.1166
"107559",42.3942
"107560",42.5466
"107561",40.0532
"107562",37.7553
"107563",35.7707
"107564",33.5457
"107565",27.1374
"107566",26.5
"107567",26.4
"107568",26.3
"107569",26.1
"107570",26
"107571",25.9
"107572",25.8
"107573",25.7
"107574",25.6
"107575",25.4
"107576",25.3
"107577",25.4
"107578",32.5578
"107579",40.7268
"107580",43.7412
"107581",46.2678
"107582",40.1607
"107583",47.7962
"107584",47.6909
"107585",47.152
"107586",46.2867
"107587",43.9939
"107588",38.2107
"107589",27.6019
"107590",26.5
"107591",26.3
"107592",26.1
"107593",26
"107594",25.9
"107595",25.7
"107596",25.6
"107597",25.5
"107598",25.4
"107599",25.4
"107600",25.4
"107601",25.5
"107602",27.5399
"107603",37.8628
"107604",40.8706
"107605",44.5319
"107606",43.3422
"107607",46.6133
"107608",37.3208
"107609",40.27
"107610",39.8362
"107611",37.1351
"107612",32.9182
"107613",27.692
"107614",26.8
"107615",26.7
"107616",26.6
"107617",26.5
"107618",26.4
"107619",26.3
"107620",26.1
"107621",26
"107622",25.9
"107623",25.9
"107624",25.8
"107625",25.9
"107626",27.7514
"107627",37.6506
"107628",39.3642
"107629",38.2523
"107630",32.5783
"107631",37.6317
"107632",33.4799
"107633",31.9235
"107634",31.9245
"107635",29.6327
"107636",30.0356
"107637",26.3208
"107638",25.9
"107639",25.7
"107640",25.7
"107641",25.6
"107642",25.5
"107643",25.4
"107644",25.3
"107645",25.1
"107646",25
"107647",25
"107648",25
"107649",25.1
"107650",28.7276
"107651",38.7085
"107652",42.1331
"107653",44.553
"107654",42.461
"107655",37.37
"107656",32.511
"107657",32.4755
"107658",30.0212
"107659",31.4671
"107660",32.6763
"107661",26.991
"107662",26.3
"107663",26.1
"107664",26
"107665",26
"107666",25.9
"107667",25.8
"107668",25.7
"107669",25.6
"107670",25.5
"107671",25.5
"107672",25.4
"107673",25.6
"107674",27.2327
"107675",33.2433
"107676",35.925
"107677",45.9332
"107678",41.3455
"107679",33.9861
"107680",44.294
"107681",46.2618
"107682",41.3436
"107683",38.6899
"107684",31.7507
"107685",26.9388
"107686",26.4
"107687",26.2
"107688",26.1
"107689",26
"107690",25.9
"107691",25.8
"107692",25.7
"107693",25.6
"107694",25.5
"107695",25.4
"107696",25.4
"107697",25.4
"107698",27.0478
"107699",32.1796
"107700",40.1579
"107701",34.9438
"107702",41.8167
"107703",37.1487
"107704",39.2596
"107705",31.6142
"107706",29.1208
"107707",29.0952
"107708",29.1817
"107709",26.319
"107710",25.9
"107711",25.8
"107712",25.8
"107713",25.7
"107714",25.8
"107715",25.8
"107716",25.6
"107717",25.4
"107718",25.3
"107719",25.2
"107720",25.2
"107721",25.4
"107722",28.9839
"107723",41.4664
"107724",46.8695
"107725",48.8237
"107726",48.6708
"107727",48.8008
"107728",47.4621
"107729",49.1748
"107730",47.3268
"107731",42.6789
"107732",37.6404
"107733",28.9198
"107734",26.5
"107735",26.1
"107736",25.8
"107737",25.6
"107738",25.4
"107739",25.3
"107740",25.2
"107741",25.1
"107742",25.1
"107743",25.1
"107744",25.1
"107745",25.1
"107746",36.2495
"107747",45.3034
"107748",49.5348
"107749",48.7109
"107750",45.6367
"107751",46.4821
"107752",50.1651
"107753",47.1455
"107754",47.9393
"107755",45.2075
"107756",39.7393
"107757",27.8226
"107758",26.8
"107759",26.5
"107760",26.3
"107761",26
"107762",25.8
"107763",25.7
"107764",25.5
"107765",25.3
"107766",25.2
"107767",25.2
"107768",25.2
"107769",25.4
"107770",30.4326
"107771",41.2748
"107772",48.1937
"107773",50.6635
"107774",48.5561
"107775",52.5656
"107776",52.0288
"107777",49.7772
"107778",47.5425
"107779",46.8277
"107780",40.7719
"107781",29.5158
"107782",27
"107783",26.6
"107784",26.2
"107785",25.9
"107786",25.9
"107787",25.9
"107788",25.8
"107789",25.8
"107790",25.6
"107791",25.5
"107792",25.3
"107793",25.5
"107794",35.1625
"107795",44.2
"107796",39.6526
"107797",45.2474
"107798",49.7849
"107799",50.3011
"107800",49.9663
"107801",49.3642
"107802",48.1987
"107803",45.952
"107804",41.0808
"107805",29.8852
"107806",26.9
"107807",26.5
"107808",26.4
"107809",26.2
"107810",26.1
"107811",25.9
"107812",25.8
"107813",25.7
"107814",25.7
"107815",25.6
"107816",25.5
"107817",25.5
"107818",36.2749
"107819",43.8615
"107820",47.6581
"107821",45.089
"107822",48.2528
"107823",40.8869
"107824",38.0166
"107825",44.9397
"107826",37.3126
"107827",40.2779
"107828",40.1681
"107829",29.5366
"107830",26.8
"107831",26.5
"107832",26.3
"107833",26.1
"107834",25.9
"107835",25.8
"107836",25.8
"107837",25.5
"107838",25.3
"107839",25.3
"107840",25.3
"107841",25.5
"107842",35.9137
"107843",42.3964
"107844",45.4541
"107845",46.7331
"107846",47.1843
"107847",47.2496
"107848",47.1055
"107849",46.9329
"107850",46.3881
"107851",44.5
"107852",40.3644
"107853",30.0184
"107854",26.8
"107855",26.4
"107856",26.1
"107857",25.9
"107858",25.7
"107859",25.5
"107860",25.4
"107861",25.4
"107862",25.4
"107863",25.4
"107864",25.4
"107865",25.5
"107866",36.3901
"107867",36.0623
"107868",32.367
"107869",46.1344
"107870",47.7072
"107871",47.3298
"107872",45.949
"107873",47.1191
"107874",42.1906
"107875",43.7672
"107876",39.7328
"107877",29.6998
"107878",26.7
"107879",26.3
"107880",26.1
"107881",25.9
"107882",25.7
"107883",25.7
"107884",25.6
"107885",25.5
"107886",25.4
"107887",25.3
"107888",25.2
"107889",25.3
"107890",35.5655
"107891",42.1278
"107892",45.5349
"107893",46.7854
"107894",47.4653
"107895",47.6865
"107896",46.1162
"107897",43.1986
"107898",43.3059
"107899",41.2855
"107900",34.0498
"107901",28.4585
"107902",26.9
"107903",26.7
"107904",26.6
"107905",26.6
"107906",26.5
"107907",26.4
"107908",26.3
"107909",26.1
"107910",25.9
"107911",25.7
"107912",25.6
"107913",25.7
"107914",35.733
"107915",42.6339
"107916",46.1889
"107917",47.438
"107918",47.9039
"107919",47.0574
"107920",44.6162
"107921",46.3953
"107922",45.3253
"107923",43.4248
"107924",39.0822
"107925",28.8752
"107926",26.8
"107927",26.5
"107928",26.3
"107929",26.1
"107930",26
"107931",25.9
"107932",25.7
"107933",25.6
"107934",25.5
"107935",25.5
"107936",25.4
"107937",25.5
"107938",33.3942
"107939",39.3671
"107940",37.9822
"107941",44.199
"107942",45.2289
