0.677
0.6256
0.6087
0.5833
0.58028
0.6025
0.657
0.7477
0.832
0.88
0.94
0.989
0.985
0.98
0.9898
1.0
1.05
1.02
1.0
0.97
0.9
0.876
0.828
0.756
